primaryKey,PLAYER_ID,playerName
202458,202458,"Justin Dentmon"
202498,202498,"Lance Thomas"
202536,202536,"Jerry Smith"
202545,202545,"Luke Zeller"
202620,202620,"Arinze Onuaku"
202622,202622,"Courtney Fortson"
202681,202681,"Kyrie Irving"
202682,202682,"Derrick Williams"
202683,202683,"Enes Kanter"
202684,202684,"Tristan Thompson"
202685,202685,"Jonas Valanciunas"
202686,202686,"Jan Vesely"
202687,202687,"Bismack Biyombo"
202688,202688,"Brandon Knight"
202689,202689,"Kemba Walker"
202690,202690,"Jimmer Fredette"
202691,202691,"Klay Thompson"
202692,202692,"Alec Burks"
202693,202693,"Markieff Morris"
202694,202694,"Marcus Morris Sr."
202695,202695,"Kawhi Leonard"
202696,202696,"Nikola Vucevic"
202697,202697,"Iman Shumpert"
202698,202698,"Chris Singleton"
202699,202699,"Tobias Harris"
202700,202700,"Donatas Motiejunas"
202701,202701,"Nolan Smith"
202702,202702,"Kenneth Faried"
202703,202703,"Nikola Mirotic"
202704,202704,"Reggie Jackson"
202705,202705,"MarShon Brooks"
202706,202706,"Jordan Hamilton"
202707,202707,"JaJuan Johnson"
202708,202708,"Norris Cole"
202709,202709,"Cory Joseph"
202710,202710,"Jimmy Butler"
202711,202711,"Bojan Bogdanovic"
202712,202712,"Justin Harper"
202713,202713,"Kyle Singler"
202714,202714,"Shelvin Mack"
202715,202715,"Tyler Honeycutt"
202716,202716,"Jordan Williams"
202717,202717,"Trey Thompkins"
202718,202718,"Chandler Parsons"
202719,202719,"Jeremy Tyler"
202720,202720,"Jon Leuer"
202721,202721,"Darius Morris"
202722,202722,"Davis Bertans"
202723,202723,"Malcolm Lee"
202724,202724,"Charles Jenkins"
202725,202725,"Josh Harrellson"
202726,202726,"Andrew Goudelock"
202727,202727,"Travis Leslie"
202728,202728,"Keith Benson"
202729,202729,"Josh Selby"
202730,202730,"Lavoy Allen"
202731,202731,"Vernon Macklin"
202732,202732,"DeAndre Liggins"
202734,202734,"ETwaun Moore"
202738,202738,"Isaiah Thomas"
202775,202775,"Edwin Ubiles"
202779,202779,"Dwight Buycks"
202809,202809,"Cory Higgins"
202810,202810,"D.J. Kennedy"
202814,202814,"Mychel Thompson"
202862,202862,"Dennis Horner"
202874,202874,"Chris Wright"
202880,202880,"Jeff Foote"
202918,202918,"Xavier Silas"
202933,202933,"Julyan Stone"
202951,202951,"Jeremy Pargo"
202952,202952,"Malcolm Thomas"
202954,202954,"Brad Wanamaker"
202962,202962,"Greg Smith"
202970,202970,"Gustavo Ayon"
2030,2030,"Kenyon Martin"
203006,203006,"Josh Akognon"
203076,203076,"Anthony Davis"
203077,203077,"Michael Kidd-Gilchrist"
203078,203078,"Bradley Beal"
203079,203079,"Dion Waiters"
203080,203080,"Thomas Robinson"
203081,203081,"Damian Lillard"
203082,203082,"Terrence Ross"
203083,203083,"Andre Drummond"
203084,203084,"Harrison Barnes"
203085,203085,"Austin Rivers"
203086,203086,"Meyers Leonard"
203087,203087,"Jeremy Lamb"
203088,203088,"Kendall Marshall"
203089,203089,"John Henson"
203090,203090,"Maurice Harkless"
203091,203091,"Royce White"
203092,203092,"Tyler Zeller"
203093,203093,"Terrence Jones"
203094,203094,"Andrew Nicholson"
203095,203095,"Evan Fournier"
203096,203096,"Jared Sullinger"
203097,203097,"Fab Melo"
203098,203098,"John Jenkins"
203099,203099,"Jared Cunningham"
203100,203100,"Tony Wroten"
203101,203101,"Miles Plumlee"
203102,203102,"Arnett Moultrie"
203103,203103,"Perry Jones III"
203104,203104,"Marquis Teague"
203105,203105,"Festus Ezeli"
203106,203106,"Jeffery Taylor"
203107,203107,"Tomas Satoransky"
203108,203108,"Bernard James"
203109,203109,"Jae Crowder"
203110,203110,"Draymond Green"
203111,203111,"Orlando Johnson"
203112,203112,"Quincy Acy"
203113,203113,"Quincy Miller"
203114,203114,"Khris Middleton"
203115,203115,"Will Barton"
203116,203116,"Tyshawn Taylor"
203117,203117,"Doron Lamb"
203118,203118,"Mike Scott"
203119,203119,"Kim English"
203120,203120,"Justin Hamilton"
203121,203121,"Darius Miller"
203122,203122,"Kevin Murphy"
203123,203123,"Kostas Papanikolaou"
203124,203124,"Kyle OQuinn"
203126,203126,"Kris Joseph"
203128,203128,"Furkan Aldemir"
203129,203129,"Tornike Shengelia"
203130,203130,"Darius Johnson-Odom"
203133,203133,"Robbie Hummel"
203135,203135,"Robert Sacre"
203136,203136,"Ognjen Kuzmic"
203138,203138,"Hollis Thompson"
203139,203139,"Viacheslav Kravtsov"
203141,203141,"Mirza Teletovic"
203142,203142,"Chris Copeland"
203143,203143,"Pablo Prigioni"
203144,203144,"Alexey Shved"
203145,203145,"Kent Bazemore"
203146,203146,"Maalik Wayns"
203147,203147,"Chris Smith"
203148,203148,"Brian Roberts"
203156,203156,"Henry Sims"
203158,203158,"Kevin Jones"
203159,203159,"Scott Machado"
203162,203162,"Ben Hansbrough"
203183,203183,"Tony Mitchell"
203186,203186,"Willie Reed"
203187,203187,"Chris Johnson"
203197,203197,"Diante Garrett"
203199,203199,"DeQuan Jones"
203200,203200,"Justin Holiday"
203203,203203,"Chris Wright"
203210,203210,"JaMychal Green"
203263,203263,"James Nunnally"
203268,203268,"Jorge Gutierrez"
203315,203315,"Toure Murry"
203317,203317,"Tim Ohlbrecht"
203318,203318,"Glen Rice"
203382,203382,"Aron Baynes"
2034,2034,"Mike Miller"
203457,203457,"Nerlens Noel"
203458,203458,"Alex Len"
203459,203459,"Allen Crabbe"
203460,203460,"Andre Roberson"
203461,203461,"Anthony Bennett"
203462,203462,"Archie Goodwin"
203463,203463,"Ben McLemore"
203464,203464,"Brandon Paul"
203467,203467,"Carrick Felix"
203468,203468,"CJ McCollum"
203469,203469,"Cody Zeller"
203471,203471,"Dennis Schroder"
203473,203473,"Dewayne Dedmon"
203474,203474,"DJ Stephens"
203475,203475,"Erick Green"
203476,203476,"Gorgui Dieng"
203477,203477,"Isaiah Canaan"
203479,203479,"Jamaal Franklin"
203480,203480,"James Southerland"
203481,203481,"Jeff Withey"
203482,203482,"Kelly Olynyk"
203484,203484,"Kentavious Caldwell-Pope"
203485,203485,"Lorenzo Brown"
203486,203486,"Mason Plumlee"
203487,203487,"Michael Carter-Williams"
203488,203488,"Mike Muscala"
203489,203489,"Nate Wolters"
203490,203490,"Otto Porter Jr."
203491,203491,"Peyton Siva"
203492,203492,"Ray McCallum"
203493,203493,"Reggie Bullock"
203495,203495,"Ricky Ledo"
203496,203496,"Robert Covington"
203497,203497,"Rudy Gobert"
203498,203498,"Shabazz Muhammad"
203499,203499,"Shane Larkin"
203500,203500,"Steven Adams"
203501,203501,"Tim Hardaway Jr."
203502,203502,"Tony Mitchell"
203503,203503,"Tony Snell"
203504,203504,"Trey Burke"
203505,203505,"Vander Blue"
203506,203506,"Victor Oladipo"
203507,203507,"Giannis Antetokounmpo"
203508,203508,"Sergey Karasev"
203510,203510,"Pierre Jackson"
203511,203511,"Grant Jerrett"
203512,203512,"Lucas Nogueira"
203513,203513,"Erik Murphy"
203515,203515,"Phil Pressey"
203516,203516,"James Ennis III"
203517,203517,"Nemanja Nedovic"
203518,203518,"Alex Abrines"
203519,203519,"Adonis Thomas"
203521,203521,"Matthew Dellavedova"
203524,203524,"Solomon Hill"
203526,203526,"Raul Neto"
203527,203527,"Ryan Kelly"
203530,203530,"Joffrey Lauvergne"
203539,203539,"Gal Mekel"
203540,203540,"Gigi Datome"
203543,203543,"Vitor Faverani"
203544,203544,"Pero Antic"
203545,203545,"Miroslav Raduljica"
203546,203546,"Ian Clark"
203548,203548,"Elias Harris"
203552,203552,"Seth Curry"
203561,203561,"Brandon Davies"
203564,203564,"Kalin Lucas"
203565,203565,"Patrick Christopher"
203569,203569,"Chris Babb"
203580,203580,"Larry Drew II"
203584,203584,"Troy Daniels"
203585,203585,"Rodney McGruder"
203590,203590,"Trey McKinney-Jones"
203613,203613,"Jonathon Simmons"
203648,203648,"Thanasis Antetokounmpo"
203658,203658,"Norvel Pelle"
203687,203687,"Reggie Hearn"
2037,2037,"Jamal Crawford"
203705,203705,"Josh Magette"
203710,203710,"C.J. Williams"
203798,203798,"PJ Hairston"
2038,2038,"Joel Przybilla"
203805,203805,"Will Cherry"
203810,203810,"Casper Ware"
203816,203816,"Scotty Hopson"
203893,203893,"Russ Smith"
203894,203894,"Shabazz Napier"
203895,203895,"Jordan McRae"
203897,203897,"Zach LaVine"
203898,203898,"Tyler Ennis"
2039,2039,"Keyon Dooling"
203900,203900,"Markel Brown"
203901,203901,"Elfrid Payton"
203902,203902,"Semaj Christon"
203903,203903,"Jordan Clarkson"
203906,203906,"Devyn Marble"
203909,203909,"KJ McDaniels"
203910,203910,"Nick Johnson"
203912,203912,"CJ Wilcox"
203913,203913,"Jabari Brown"
203914,203914,"Gary Harris"
203915,203915,"Spencer Dinwiddie"
203917,203917,"Nik Stauskas"
203918,203918,"Rodney Hood"
203919,203919,"Jordan Adams"
203920,203920,"Khem Birch"
203921,203921,"Cleanthony Early"
203922,203922,"Glenn Robinson III"
203923,203923,"James Young"
203924,203924,"Jerami Grant"
203925,203925,"Joe Harris"
203926,203926,"Doug McDermott"
203928,203928,"Cory Jefferson"
203930,203930,"Sean Kilpatrick"
203932,203932,"Aaron Gordon"
203933,203933,"T.J. Warren"
203934,203934,"Lamar Patterson"
203935,203935,"Marcus Smart"
203937,203937,"Kyle Anderson"
203939,203939,"Dwight Powell"
203940,203940,"Adreian Payne"
203942,203942,"Patric Young"
203943,203943,"Noah Vonleh"
203944,203944,"Julius Randle"
203945,203945,"Alex Kirk"
203946,203946,"Cameron Bairstow"
203948,203948,"Johnny OBryant III"
203949,203949,"James Michael McAdoo"
203950,203950,"Jarnell Stokes"
203951,203951,"Keith Appling"
203952,203952,"Andrew Wiggins"
203953,203953,"Jabari Parker"
203954,203954,"Joel Embiid"
203955,203955,"Bryce Cotton"
203956,203956,"Mitch McGary"
203957,203957,"Dante Exum"
203958,203958,"Andre Dawkins"
203960,203960,"JaKarr Sampson"
203961,203961,"Eric Moreland"
203962,203962,"Josh Huestis"
203963,203963,"Shayne Whittington"
203966,203966,"Jamil Wilson"
203967,203967,"Dario Saric"
203968,203968,"Jerrelle Benimon"
203991,203991,"Clint Capela"
203992,203992,"Bogdan Bogdanovic"
203994,203994,"Jusuf Nurkic"
203996,203996,"Damien Inglis"
203998,203998,"Bruno Caboclo"
203999,203999,"Nikola Jokic"
204001,204001,"Kristaps Porzingis"
204002,204002,"Edy Tavares"
204014,204014,"Damjan Rudez"
204020,204020,"Tyler Johnson"
204021,204021,"Sim Bhullar"
204022,204022,"Jack Cooley"
204025,204025,"Tim Frazier"
204028,204028,"Tarik Black"
204033,204033,"David Wear"
204037,204037,"Travis Wear"
204038,204038,"Langston Galloway"
204040,204040,"Ronald Roberts Jr."
204054,204054,"Zoran Dragic"
204060,204060,"Joe Ingles"
204065,204065,"David Stockton"
204066,204066,"John Holland"
204067,204067,"Jarell Eddie"
204076,204076,"Richard Solomon"
204079,204079,"Drew Gordon"
204098,204098,"Xavier Munford"
2041,2041,"Etan Thomas"
204179,204179,"Omari Johnson"
204456,204456,"T.J. McConnell"
2045,2045,"Hedo Turkoglu"
2047,2047,"Quentin Richardson"
2048,2048,"Jamaal Magloire"
2052,2052,"DeShawn Stevenson"
2059,2059,"Eduardo Najera"
2063,2063,"Jake Voskuhl"
2067,2067,"Eddie House"
2072,2072,"Michael Redd"
2073,2073,"Brian Cardinal"
2124,2124,"Malik Allen"
2198,2198,"Kwame Brown"
2199,2199,"Tyson Chandler"
2200,2200,"Pau Gasol"
2201,2201,"Eddy Curry"
2202,2202,"Jason Richardson"
2203,2203,"Shane Battier"
2205,2205,"DeSagana Diop"
2207,2207,"Joe Johnson"
2209,2209,"Vladimir Radmanovic"
2210,2210,"Richard Jefferson"
2211,2211,"Troy Murphy"
2215,2215,"Jason Collins"
2216,2216,"Zach Randolph"
2217,2217,"Brendan Haywood"
2222,2222,"Gerald Wallace"
2223,2223,"Samuel Dalembert"
2224,2224,"Jamaal Tinsley"
2225,2225,"Tony Parker"
2229,2229,"Mike James"
2230,2230,"Maurice Evans"
2240,2240,"Gilbert Arenas"
2243,2243,"Brian Scalabrine"
2246,2246,"Mehmet Okur"
2248,2248,"Earl Watson"
2250,2250,"Bobby Simmons"
2306,2306,"Carlos Arroyo"
2365,2365,"Chris Andersen"
2399,2399,"Mike Dunleavy"
2400,2400,"Drew Gooden"
2403,2403,Nene
2404,2404,"Chris Wilcox"
2405,2405,"Amare Stoudemire"
2406,2406,"Caron Butler"
2407,2407,"Jared Jeffries"
2408,2408,"Melvin Ely"
2419,2419,"Tayshaun Prince"
2420,2420,"Nenad Krstic"
2422,2422,"John Salmons"
2427,2427,"Roger Mason Jr."
2429,2429,"Dan Gadzuric"
2430,2430,"Carlos Boozer"
2440,2440,"Matt Barnes"
2446,2446,"Rasual Butler"
2449,2449,"Luis Scola"
2457,2457,"Jannero Pargo"
2501,2501,"Reggie Evans"
2544,2544,"LeBron James"
2545,2545,"Darko Milicic"
2546,2546,"Carmelo Anthony"
2547,2547,"Chris Bosh"
2548,2548,"Dwyane Wade"
2549,2549,"Chris Kaman"
255,255,"Grant Hill"
2550,2550,"Kirk Hinrich"
2551,2551,"T.J. Ford"
2554,2554,"Mickael Pietrus"
2555,2555,"Nick Collison"
2556,2556,"Marcus Banks"
2557,2557,"Luke Ridnour"
2561,2561,"David West"
2562,2562,"Sasha Pavlovic"
2563,2563,"Dahntay Jones"
2564,2564,"Boris Diaw"
2566,2566,"Travis Outlaw"
2567,2567,"Brian Cook"
2568,2568,"Carlos Delfino"
2570,2570,"Kendrick Perkins"
2571,2571,"Leandro Barbosa"
2572,2572,"Josh Howard"
2574,2574,"Jason Kapono"
2575,2575,"Luke Walton"
2581,2581,"Steve Blake"
2584,2584,"Willie Green"
2585,2585,"Zaza Pachulia"
2586,2586,"Keith Bogans"
2588,2588,"Matt Bonner"
2590,2590,"Mo Williams"
2592,2592,"James Jones"
2594,2594,"Kyle Korver"
2605,2605,"Marquis Daniels"
2617,2617,"Udonis Haslem"
2668,2668,"Josh Davis"
2679,2679,"Matt Carroll"
2694,2694,"Josh Powell"
2730,2730,"Dwight Howard"
2731,2731,"Emeka Okafor"
2732,2732,"Ben Gordon"
2733,2733,"Shaun Livingston"
2734,2734,"Devin Harris"
2735,2735,"Josh Childress"
2736,2736,"Luol Deng"
2738,2738,"Andre Iguodala"
2740,2740,"Andris Biedrins"
2742,2742,"Sebastian Telfair"
2743,2743,"Kris Humphries"
2744,2744,"Al Jefferson"
2746,2746,"Josh Smith"
2747,2747,"JR Smith"
2748,2748,"Dorell Wright"
2749,2749,"Jameer Nelson"
2753,2753,"Delonte West"
2754,2754,"Tony Allen"
2755,2755,"Kevin Martin"
2756,2756,"Sasha Vujacic"
2757,2757,"Beno Udrih"
2760,2760,"Anderson Varejao"
2765,2765,"Andre Emmett"
2767,2767,"Royal Ivey"
2768,2768,"Chris Duhon"
2772,2772,"Trevor Ariza"
2788,2788,"DJ Mbenga"
2804,2804,"Andres Nocioni"
2853,2853,"Earl Barron"
2863,2863,"Damien Wilkins"
406,406,"Shaquille ONeal"
436,436,"Juwan Howard"
467,467,"Jason Kidd"
686,686,"Antonio McDyess"
689,689,"Theo Ratliff"
693,693,"Joe Smith"
703,703,"Kurt Thomas"
708,708,"Kevin Garnett"
711,711,"Jerry Stackhouse"
739,739,"Rasheed Wallace"
948,948,"Marcus Camby"
951,951,"Ray Allen"
956,956,"Erick Dampier"
959,959,"Steve Nash"
965,965,"Derek Fisher"
977,977,"Kobe Bryant"
978,978,"Peja Stojakovic"
979,979,"Jermaine ONeal"
980,980,"Zydrunas Ilgauskas"
